대사	라벨
난 삼원 받았다 복녀는 자랑스러운 듯이 대답하였다.	1
십분쯤 뒤에 그는 자기 남편과 그 앞에 돈 삼원을 내놓은 뒤에 아까 그 왕서방의 이야기를 하면 서 웃고 있었다.	1
왕서방이 돌아간 뒤에는 그들 부처는 일원 혹은 이원을 가운데 놓고 기뻐하곤 하였다.	1
밤이 깊도록 왕서방의 집에는 중국인들이 모여서 별난 악기를 뜯으 며 별난 곡조로 노래하며 야단이었다.	1
그래요 그거 참 재미있게 되었는데요.	1
잠바를 입은 사나이는 어지간히 마음이 풀린다.	1
달리는 버스는 유쾌하다.	1
속이 훅 트이는 것이 만사가 술술 풀릴 것 같다.	1
실속이 없는 알면서도 여자와 이야기를 나누면 그는 기분이 좋다.	1
김씨는 나머지 두 사람의 지혜에 감탄한다.	1
여자는 킬킬거리면서 길가로 비켜 선다.	1
서울집 이라는 옥호가 엷은 송판에 아무렇게나 씌여져서 걸려 있다.	1
아마 그들은 집안에서 닷새마다 한 번씩 돌아오는 장날을 기다리고 있는 모양이다.	1
맨 가에 서 있던 김씨가 갑자기 허허허허 하고 웃는다.	1
버스가 다니는 큰길로 나오자 그들의 걸음걸이는 한결더 자유로워진다.	1
너 공부 잘 하는구나.	1
예 접때두 일등했어요.	1
그는 안심한다 안심이 배 속으로 쑥 가라앉는다.	1
기회는 얼마든지 있다 미국 영국 프랑스 어디든지 갈 수 있다.	1
그는 입을 다물고 흥얼거렸다.	1
그는 출세할 일이라면 무엇이든지 할 준비가 되어있다.	1
아까 올 땐 박씨와 재미를 봤으니 이젠 나하구 재미 좀 보자.	1
늙은 대학생 김씨라면 그는 안심한다.	1
여자만 보면 그는 매력적이리라고 생각되어지는 미소를 자신만만하게 띄운다.	1
점점이 검게 눈송이들이 하늘에 꽉 차 있다 얼굴 위에 와서 닿는 그것들의 감촉은 상쾌하다.	1
아 신부는 좋겠네 첫날밤에 눈이 쌓이면 부자가 된다는데 복도 많지.	1
그의 팔다리를 요 밑에서 빼어내고 그를 안아서 간신히 요 위에 눕힌다 그리고 이불을 끌어다가 덮어준다.	1
강아지똥이 그렇게 잔뜩 화가 나서 있는데 소달구지 바퀴자국 한가운데 뒹굴고 있던 흙덩이가 바라보고 방긋 웃습니다.	1
똥을 똥이라 않고 그럼 뭐라고 부르니 흙덩이는 능글맞게 히죽 웃으며 되묻습니다.	1
보고 있던 흙덩이가 나직이 강아지 똥아 하고 부릅니다 무척 부드럽고 정답습니다.	1
여름에는 자주빛과 하얀 감자꽃을 곱게 피우며 정말 즐거웠어.	1
밭에서 곡식을 키우는 것도 좋지만 집을 짓는 것도 얼마나 보람있는 일이니.	1
아니야 하나님은 쓸데없는 물건은 하나도 만들지 않으셨어 너도 꼭 무엇엔가 귀하게 쓰일 거야.	1
한창 때구나 하는 찬탄과 동시에 섬광처럼 눈부시게 어떤 깨달음이 왔다.	1
서울을 떠나 보고 싶다거나 남편 곁을 떠나 보고 싶다거나 하느니보다는 여지껏 악착같이 집착했던 내가 이룩한 생활을 헌신짝처럼 차 버리고 훨훨 자유로와지고 싶었다.	1
나는 뭔가 좀 숨통이 트이는 것 같았다.	1
오십대의 정갈한 아주머니가 안채에서 반색을 하며 나타났다.	1
참 묘한 분위기를 지닌 아주머니였다 솜옷처럼 너그럽고 착하고 따뜻하게 사람을 감싸는 무엇이 있었다.	1
노파의 입이 조금 웃었다.	1
아주머니는 몇번이나 고맙다고 했다.	1
행주치마를 두른 아주머니가 내가 이 집에 찾아 들었을 때 반가워했던 것과 똑같은 모습으로 내가 잠에서 깬 걸 반가워해 주는 것이었다.	1
장에 삭힌 깻잎이니 풋고추 더덕 등 짭짤한 솜씨의 밑반찬과 김치 깍두기 무국 등은 조금도 영업집 밥상 같지 않고 시골 친척집에 들러서 받는 밥상 같아서 흐뭇했다.	1
정말 대사업을 힘껏 보필하는 이의 사명감과 긍지로 아주머니의 얼굴이 은은히 빛나 보이기까지 했다.	1
아주머니는 내가 준 돈 천 원을 소중하게 스웨터 주머니에 넣고 나더니 지극히 안심스럽고 감사한 얼굴을 하고는 또 한 번 이상스러운 소리를 했다.	1
군대도 갔다오고 삼학년인데 아주 착실하고 좋은 애죠.	1
돈 벌자고가 아녜요 가끔 손님처럼 멋모르고 호숫가를 찾는 이예게 더운 방을 내 드리는 게 그저 좋아서죠.	1
정말이지 손님이 안 드셨으면 어쩔 뻔했을까 모르겠어요 손님 고마워요.	1
굽실대는 것보다 훨씬 기분이 좋았다.	1
그런데 손님이 내가 만든 미신의 좋은 쪽 점괘가 돼 주신 거죠 정말 고마워요.	1
내가 점괘가 됐다는 게 조금도 언짢지 않았다.	1
나도 오늘 안으로 서울로 가리라는 결정을 나는 순식간에 내렸고 그러자 마음이 그렇게 편안해질 수가 없었다.	1
물건 살 것도 좀 있고 방학인데도 공부 핑계로 안 내려오는 태식이 녀석도 보고 싶고 해서요.	1
나는 불현듯 아직도 마주 잡고 있는 고부의 손 위에 내 손을 포개 보고 싶어졌다.	1
남남끼리면서 가장 친한 두 손 대사업의 동업자끼리기도 한 이 두 손 사이를 맥맥히 흐르는 그 무엇을 직접 내 손으로 맥짚어 보고 느끼고 오래 기억해 두고 싶었다.	1
마치 이 세상 온갖 것 중 허망하지 않은 단 하나의 것에 닿아 볼 수 있는 처음이자 마지막 기회라도 되는 듯이 나는 감지덕지 그 일을 했다.	1
월급쟁이 십 일 년 만에 내 집을 하나 장만하게 된 감격스러움이야 어찌 필설로 다 이르겠는가.	1
심지어는 시장을 보아 올 때 물건을 담아 온 허름한 봉투까지도 버리지 않고 차곡차곡 모아 두었다가 강냉이나 번데기랑 바꾸어서 아이들의 간식비를 절약했을 정도니까 아내의 그 냉혹스러울이만치 야박한 규모에는 나도 숙연해지지 않을 수가 없었다.	1
내 집을 하나 가져야 되겠다는 결의를 새롭게 또 새롭게 다짐하곤 했던 아내의 절치부심을 나도 인정하지 않을 수가 없었다.	1
십 일 년 전 저 동대문고 제기동의 한 한옥집 문간방에서 일금 삼십만원짜리 전세로 시작하여 오늘에 이르렀으니 그간 참 장족의 발전을 이룬 게 아니고 무엇이랴.	1
그러나 다음 날 아침이면 아내는 다시 말끔해져서 내 출근길을 배웅하며 꼬마 기철이 녀석에게는 빠이빠이도 시키고 아주 의기양양한 목소리로 또 이렇게 말하는 것이었다.	1
아내는 마치 동네 사람들이여 들으라 우리는 이제 곧 내 집을 갖게 된다 하고 자랑스러워하는 태도였다.	1
자기 집을 가진 가장이 된다는 건 얼마나 대견스런 일인가.	1
그리고는 결국 중곡동의 새로운 구획정리지구에서 대망의 내 집을 찾아낼 수 있었던 것이다.	1
또한 마루방과 마루방 앞으로 열려져 있는 마당은 비록 좁기는 하지만 곁방살이를 하는 동안 어쩔 수 없이 위축되었던 아이들 넷을 위하여 훌륭한 놀이터 구실을 해줄 수가 있는 것이었으며 무엇보다 다행스러운 것은 이 집이 주택은행에 구십 만원의 융자가 들어 있다는 점이었다.	1
집을 구경하고 복덕방의 사무실로 돌아와서 딱딱한 나무의자에 걸터 앉아 나는 두둑한 뱃심으로 말했다.	1
영감님 에누리 수완이 좋으면 믿고 한 번 흥정을 붙여 보겠습니다.	1
아내는 금방 매혹되어 버린 듯한 눈빛이었다.	1
아내는 벌써부터 나들이 기분에 빠진 듯이 들떠 버렸다.	1
잠자리에 들었다가 그만 잠이 달아나 버린 아이들이 일제히 만만세를 부르며 좋아라 하고 날뛰기 시작했다.	1
아이들 넷은 모두 기중 새 옷으로 갈아입혀져서 날뛰고 있었고 아내는 김밥과 아이들을 위한 간단한 간식과 물병까지 준비하고서 나들이 차림으로 기다리고 있었다.	1
아내는 만족한 미소를 띠며 내게 돌아왔다.	1
내가 다시 찾아갔을 때 복덕방 영감은 빙그레 미소를 지으며 말했다 아무래도 고압선 밑이 안전할 것 같았소.	1
아내는 턱없이 흐뭇한 모양이었다.	1
그래도 아내는 그들 맞벌이 부부에 대해서는 만족한 눈치였다.	1
그들이 낮동안 집에 없어서 좋다.	1
주인집과 곁방살이 사이에 고만고만한 또래의 아이들이 있을 때 일어나는 정말로 성가신 일들을 염려하지 않아도 좋은 것이다.	1
공부방으로 마루뒷방을 차지한 기욱이 난희 명희 세 명의 아이들은 비록 좁기는 하였지만 이를테면 숙제 같은 것을 할 때 마루방까지 차지하고서 배를 쭉 깔고 엎드려 할 수 있게 된 것이 여간만 흡족하지 않은 모양이었다.	1
기철이 녀석도 제 형 때부터 물려받은 장난감 자동차를 반들반들한 마루 위로 질질질질 자유스럽게 끌고 다닐 수 있게 된 것이 매우 만족스럽다는 표정이었다.	1
주택은행의 융자금을 꺼나가기 위해서 매달 귀전이 좀 붙는 일만 원씩 감봉당하고 사는 푼수이기는 할망정 이 얼마나 대견스럽고 흐뭇한 광경들인가.	1
나도 이렇게 조금씩 너그러운 마음씨를 되찾아 가고 있었다.	1
그리하여 나는 이런 환각과 부단히 싸웠으며 조금씩조금씩은 승리를 거두어 가고 있었다.	1
수사관이 빙그레 웃어 보였다.	1
좋아요 형사 아저씨가 그렇게 다 알고 있으니까 정말 마음이 턱 놓이 누만요.	1
이번에는 만덕이 그 얼룩진 얼굴에 히죽이 웃음을 담아 보였다.	1
그리구 안에서 열 때는 그저 손잡이를 돌리기만 하면 되고 밖에서 열 때는 열쇠를 넣고 돌려야 열리게 되어 있죠 참 신통한 손잡이예요.	1
선생님은 그렇게 인정 있는 좋은 분이었어요.	1
언제나 그림 그릴 때 입고 있는 그 누렁 샤쓰를 헐렁하니 걸친 선생님은 쇠창살을 친 창문 안에서 웃고 있었습니다.	1
밖에서 보기에는 별서 아닌 보통 기와집이지만 안은 참 멋집니다.	1
그렇게 서로 간섭을 안하고 사니까 세상 편하고 좋던데요.	1
나는 화실 창문 밖 등나무 밑에 쭈그리고 앉아서 쇠창살 안의 선생님 말동무를 해 주며 그렇게 웃었죠.	1
다행히 읍내길 중간쯤에서 목수 아저씰 만났어요.	1
밖에 있던 나까지도 숨통이 확 틔는 것 같더라구요.	1
그거 참 묘하죠 뭐 별 답답한 것도 느끼지 못했었는데 막상 문이 활짝 열리니까 정말 가슴이 다 시원하던데요.	1
나는 나와 마주 앉은 그를 매우 흥미있게 바라보고 또 바라보았다.	1
덤벼 보았으나 중국인 또한 그 기름낀 뚜우한 얼굴에 수수께끼 같은 웃음을 띨 뿐이요 별로 대구를 하지 않았건만 그래도 무에라고 연해 웅얼거리면서 나를 보고 웃어 보였다.	1
그것은 마치 짐승을 놀리는 요술장이가 구경꾼을 바라볼 때처럼 훌륭한 재주를 갈채해 달라는 웃음이었다.	1
나는 그 신산스러운 표정에 얼마쯤 감동이 되어서 그에게 대한 반감이 풀려지는 듯 하였다.	1
반갑다마다 죽은 사람을 만난 것 같더마.	1
그가 열 네살 적부터 그들 부모들 사이에 혼인 말이 있었고 그도 어린 마음에 매우 탐탁하게 생각하였었다.	1
그는 취흥에 겨워서 우리가 어릴 때 멋모르고 부르던 노래를 읊조렸다.	1
그러나 그런 말에는 뭇사람들의 구린내 나는 제 자랑하는 투는 없고 어린애 같이 맑은 데가 있다.	1
선장은 연기로 동그라미를 만들어 훅 뿜어 내면서 가볍게 웃는다.	1
아까와는 딴판으로 그 일에 내놓고 티를 보이는 폼이 곧아서 좋다.	1
팔다리가 오그르르 풀리는 짜릿함이 제법 즐겁다.	1
병마개를 뽑고 한 모금 빤다 향긋하고 찌르르한 흐름이 혓바닥 위로 흘러든다.	1
아래쪽에서 느닷없이 박이 흐흐흐 웃는 소리가 들린다.	1
떠들고 노래 부르고 흥겨운 힘이 넘쳤다.	1
기왕이면 아가씨들이라 하는 편이 로맨틱하잖아 하하하.	1
선장은 배를 끌어안고 몹시 웃는다.	1
명준은 허우대가 훤칠한 선장이 깔깔대는 모양을 바라보면서 어두운 마음이 조금 가신다.	1
멋있는 서막이 바로 눈앞에 다가 있는 성 싶어 아카시아 새싹 같은.	1
다만 이들 오뉘에게 한 가지 좋은 데가 있다면 부르주아의 집안 아이들이 흔히 갖는 덕 너그러움이다.	1
늘 광짜리이기를 바라는 사람의 버릇으로 영미는 그런 명준의 덤덤한 데를 되레 좋아한다.	1
그런 그림은 몹시 즐거운 심심풀이였다.	1
학과 가운데서 그리스의 자연 철학자들의 학설에 끌린다.	1
비록 플러스의 자리래도 좋았다.	1
그는 이 방을 좋아했다.	1
아무튼 밖에서 볼라치면 생김새가 재미있고 속에 들면 아늑한 맛이 있다.	1
이 창으로 내다보면서 헛궁리질할 때가 가장 즐겁다.	1
맑은 날씨 탓으로 쨍 소리 나게 뚜렷하게 그어진 금들이 아늑한 그림의 기쁨을 주는 맞은편 언덕 살림집들.	1
몰래 다가드는 삶의 목소리가 호젓이 느껴지는 첫여름밤.	1
그것은 오히려 달콤하고 새로 알게 된 곡절을 노리개 삼아 다루면서 쉬운 일을 어렵게 짠 말의 비단보자기를 씌워 보는 셈이다.	1
명준 오빠 내려가요 응 그녀는 말끝을 어리광 섞어 치킨다.	1
계단을 내려가면서 그녀는 자기 얼굴을 명준의 팔에 기댈 싸하고 한 단씩 디딜 적마다 울림을 주며 춤추듯 발을 옮긴다.	1
손바닥에 옮아오는 그녀의 따뜻한 몸기운이 차츰 그를 달뜨게 한다.	1
책장을 대하면 흐뭇하고 든든한 것 같았다.	1
열심히 팔다리를 놀리면서 멀어져 가는 그 모습은 어쩐지 대견스럽다.	1
길가였는데도 그들은 깔깔대고 웃었다.	1
이제까지 어름어름 돌아간 일이 갑자기 우스워진다.	1
그 얼굴은 대어들 듯 웃고 있다.	1
그녀의 얼굴이 또 한 번 대어들 듯 웃는다.	1
남향한 서재에서 테이블 위를 뒤적이고 있다가 명준이 들어서자 회전의자를 한바퀴 핑그르르 돌리더니 활짝 웃는다.	1
여자를 너무도 사랑하기 때문이야.	1
갈빗대가 버그러지도록 뿌듯한 보람을 품고 살고 싶다는 거예요.	1
그는 밀실에 한 떨기 백합을 마련하기를 원합니다.	1
저희들에겐 좋은 아버지였어요.	1
좋은 아버지 프랑스로 유학 보내 준 좋은 아버지.	1
몰리고 있던 분풀이를 마음껏 했다는 듯 일부러 딴 데를 보면서 정선생은 장난꾸러기처럼 허리를 한 번 젖혀 보인다.	1
명준은 빙긋 웃는다.	1
나 같으면 사랑해 주겠어.	1
명준은 수박 씨를 손바닥에 뱉으면서 웃어 보인다.	1
그러다가 한 달도 지나고 두 달도 지나다 어찌어찌 만나지고 하면 그들은 어줍은 위신을 다치지 않고 또 한 번 만날 수 있을 것만을 은근히 기뻐한다.	1
오월 좋은 철이다.	1
뭉실한 솜구름이 여기저기 떠돌아가는 하늘은 좋다.	1
어쩐지 아버지를 위해서 얻어맞아도 좋을 것 같다.	1
와 웃음이 터진다.	1
아버지 이름이 놀림을 받는 자리에서 아버지에 대한 사랑이 태어나는 것을 알았다.	1
그 말투에는 일제 시대에 그 학교의 전신이던 학교에 다닌 선배가 그 소위 후배들을 앞에 놓고 옛날 운동으로 날리던 얘기에 신명이 났을 때의 도도함이 있다.	1
그는 옛날은 좋았다고 한다 옛날엔 세도가 당당했다고 한다.	1
불쑥 찾아온 자기를 뛰어다니면서 보살펴 주는 마음씨가 몹시 고맙다.	1
그녀는 까르르 웃다가 정 그러시다면 내일 떠나세요 저희 형편은 며칠이라도 괜찮지만 하고 말한다.	1
명준은 마음껏 웃었다 며칠 만에 처음 즐겁다.	1
정하고 나니 후련하다.	1
어쨌든 한동안 서울을 떠나 살게 된 일이 기쁘다.	1
부두를 낀 거리를 모자를 눌러쓰고 기웃거리는 시간에 그는 즐겁다.	1
비린내 나는 어시장에서 얼음에 잠긴 물고기들을 물끄러미 내려다보면서 그저 때를 보내는 게 좋다.	1
물건 살 사람 같지는 않은지 모른 체해 주는 그곳 사람들이 좋다.	1
개인의 밀실과 광장이 맞뚫렸던 시절에 사람은 속은 편했다.	1
저는 가끔 나이 많은 사람을 보면 이런 생각을 해요 제 손으로 목숨 끊지 않고 저 나이까지 살아냈다는 건 어쨌든 장하다구.	1
명준은 마음에서 가시가 뽑히고 너그러운 마음이 되어 간다.	1
노란빛 파라솔 밑에서 그녀는 웃는다.	1
느긋하면서 두근거리는 힘이 흥건히 속에서 괴어 오르고 명준은 누군가에게 고마운 마음이 드는 것이다.	1
자리를 옮겨 앉으면서 흩어진 머리를 만지는 그녀는 아주 가까워진 사람 같다.	1
맑고 가득 찬 기쁨이 있다.	1
그녀는 얼른 고개를 숙여 버린다 사랑스럽다.	1
그날 밤 윤애가 일찌감치 자리를 뜨고 나간 뒤에 명준은 팔베개를 하고 누워 그녀가 앉았던 방석을 물끄러미 바라보면서 흐뭇한 기쁨을 즐긴다.	1
잠자리 날개 모양 풀이 꼿꼿한 모시적삼을 입은 그녀의 깔끔한 자태가 자기 품에서 숨을 할딱이던 바로 그 몸이라는 일은 그에게 자랑스러움을 준다.	1
입술을 갖다 대자 대뜸 그녀의 입술이 열리던 생각을 하고 그는 빙그레해진다.	1
그의 만족은 그처럼 크다.	1
얼마 붐비지 않는 게 좋았고 내다보이는 창 밖이 좋다.	1
그 말에 몸에서 힘이 스르르 빠진다 마음이 푹 놓인다.	1
마도로스 파이프가 번쩍 하면서 잠시 밝혀 낸 불빛 속에 선장의 단정한 얼굴이 웃고 있다.	1
우리 마누라가 들으면 얼마나 좋아할까.	1
그는 누구보다도 더 잘 사랑할 수 있다고 믿었다.	1
전 그런 딱딱한 애기 듣는 게 좋아요.	1
그 어느 것이든 좋고 철학이란 그 모든 것을 다 뜻한다.	1
하룻밤에 별똥을 세 개 보면 좋다지.	1
또 한 번 별이 흐르기를 기다린다.	1
갑판을 내려다본 채 중얼거린다 어쨌든 나는 사랑했어.	1
단 한 시간이라도 좋다 하다못해 삼십분이라도 좋다.	1
그저 잠시라도 좋다 저 불빛이 환한 거리를 걸어 봤으면.	1
수용소에서 가장 즐기는 얘깃거리도 섹스에 관한 것이었다.	1
윤애 난 사랑했어 방법이야 아무리 서툴렀을망정.	1
그는 무라지의 손을 꼭 쥐었다 놓으면서 웃는다.	1
난 윤애가 불탈 때만 행복할 수 있어.	1
그런 일반적인 성질이라면 또 좋았다.	1
잡은 고기를 넣어 두는 자리였던 모양으로 비린내가 메스꺼운 갑판 및 어두운 뱃간에서 그는 때묻지 않은 새로운 광장으로 가는 것이라고 들떴다.	1
꽃밭에는 싱싱한 꽃이 꿀벌들 잉잉거리는 속에서 웃고 있었다.	1
그녀의 이름을 잊은 걸 깨닫고 당황해할 때 그녀는 웃으며 그의 손을 잡았다.	1
노동신문 본사 편집부 근무를 명령받았을 때 새로운 삶을 다짐했다.	1
밖에 나가서 아버지라는 이름에 어울리지 않는 죄를 저지르고 있는 사나이가 자기 아내와 철든 아이들에게 보이는 너그러움.	1
보람 있게 청춘을 불태우고 싶었습니다.	1
아버지 아버지가 거기서 탈출하신 건 옳았습니다.	1
당만이 흥분하고 도취합니다.	1
하하하 그는 배를 끌어안고 목을 젖히며 웃었다.	1
몸의 움직임만이 있는 곳에 가서 한 번 다짐하고 싶었다.	1
좋은 철이 곧 올 터이었다.	1
명준은 웃으며 고개를 끄덕였다.	1
그녀는 퍽 은혜를 귀여워하는 듯하여 우리 마샤라고 부르면서 극장으로 찾아가도 곧 만나게 해주곤 했다.	1
돈 안 드는 걸음을 할 수 있는 게 좋았다.	1
이 땅이 주인에게 돌아간 건 좋은 일이었다.	1
운이 좋아 은혜를 만났다.	1
보고 있으면 볼수록 그 기름한 살빛 물체는 나서 처음 보는 듯이 새로웠다.	1
사랑하리라 사랑하리라 명준은 속으로 그렇게 중얼거렸다.	1
이 매끄러운 닿음세 따뜻함 사랑스러운 튕김.	1
고즈넉이 네 하는 이 짐승이 사랑스러웠다.	1
당보다도 나한텐 은혜가 중하다는 거야.	1
사랑을 위해서 중요한 일을 농담 삼아 깔아 버리는 그런 식으로 핑계를 대도 좋아.	1
나를 사랑한다는 걸 보여 줘.	1
되지도 않는 헛소리를 받아 줄 사람이 그녀 말고는 누가 있을까 싶은 생각이 그를 목메게 했다.	1
그녀가 울면서 그의 청을 받아들였을 때 명준은 분에 넘쳐 기뻤다 그녀가 사랑스러웠다.	1
이런 참에 따라가면 어떤 좋은 일이 그녀를 기다리고 있을지도 모를 일이었다.	1
그런데도 명준의 억지를 받아 준 그녀를 생각하면 사랑을 위해서 증거를 보이겠다는 마음이 고마웠다.	1
김동무 오늘 아침 정말 이쁜데.	1
그 글자 뒤에서 은혜의 환히 웃는 얼굴이 기웃거리는 것 같았다.	1
지금쯤은 함경도 쪽을 돌고 있으려니 짐작하고 있던 그녀를 여기서 만날 생각을 하니 몸이 떨리도록 기뻤다.	1
그렇게 생각하니 홀가분했다.	1
그는 흐뭇했다 많은 사람들이 모인 놀이마당에 서 있던 여자를 자기 잠자리에 데리고 들어온 남자가 느끼는 으쓱함이었다.	1
명준은 그런 시시한 느낌에 맞설 수 있는 무언가 세찬 말을 하고 싶은 북받침에 사로잡혔다.	1
그를 보자 솟아난 기쁨을 명준은 풀이할 수 없었다.	1
거기서 나는 어떤 여자를 사랑했어.	1
이보다 좋은 거리가 어디 있나.	1
그는 한 손으로 낯을 문지르면서 빙긋 웃었다.	1
가슴이 개운하고 아무렇지도 않았다.	1
명준은 담배를 꺼내서 붙여 물었다 되도록 천천히 연기를 즐겼다.	1
윤애 난 지금도 윤앨 사랑해.	1
언제나 그를 기쁘게 안아 주었다.	1
그는 뒤통수를 도어에 탕탕 부딪히면서 언제까지나 웃고 있었다.	1
다시 만날 수 있는 것만으로 너무 고마웠다.	1
웬만해서는 눈에 띄지 않게 자리잡은 이 동굴에 누워 있는 시간에는 홀가분하게 쉴 수 있었다.	1
놓아 보낸 건 잘했어 태식을 도망시킨 것도 잘했어.	1
난 이제 다른 일에는 아무 자신이 없어도 용서하는 재주만은 자신 있어.	1
이젠 죽어도 좋아요.	1
그녀의 울음 소리도 빗소리처럼 부드러워서 언제까지나 들어도 좋을 것 같았다.	1
이 굴에세 풍경을 보기 비롯하면서 세상에 있는 모든 풍경은 다 아름답다는 것을 알았다.	1
하하하 그녀는 남자처럼 웃었다.	1
자기 몸이 아니고서야 이렇게 사랑스러울 리 없다.	1
이 여자를 죽도록 사랑하는 수컷이면 그만이다.	1
그 말을 알렸을 때 은혜는 방긋 웃었다.	1
좋은 것이 있다면 그곳에는 타락할 수 있는 자유와 게으를 수 있는 자유가 있었다.	1
그때의 기쁨을 그는 아직도 간직한다.	1
설득 자들 앞에서처럼 시원하던 일이란 그의 지난날에서 두 번도 없다.	1
앞에 앉은 장교가 부드럽게 웃으면서 말한다 동무 앉으시오.	1
전체 인민은 동무가 돌아오기를 기다리고 있소.	1
고향의 초목도 동무의 개선을 반길 거요.	1
인간은 무엇보다도 자유가 소중한 것입니다.	1
나는 당신을 처음 보았을 때 대단히 인상이 마음에 들었습니다.	1
미군은 어깨를 추스르며 눈을 찡긋 하고 웃겠지.	1
나오는 문 앞에서 서기의 책상 위에 놓인 명부에 이름을 적고 천막을 나서자 그는 마치 재채기를 참았던 사람처럼 몸을 벌떡 뒤로 젖히면서 마음껏 웃음을 터뜨렸다.	1
환상의 술에 취해 보지 못한 섬에 닿기를 바라며.	1
간호부들이 시키는 잔심부름을 기꺼이 해줘야지.	1
신문을 사달라느니 모퉁이 과자집에서 초콜릿 한 개만 사다 달라느니 따위 귀여운 부탁을 성심껏 해준다.	1
나는 고마워라 허리를 굽히며 받는다 그리고 빙긋 웃는다.	1
나는 내내 웃음을 띤 채 말이 없다.	1
이 글을 보면서 나는 빙긋 웃는다.	1
기웃해 들여다보던 간호부가 한마디 한다 이런 나라는 얼마나 살기 좋을까.	1
여자는 고개를 살래살래 흔들면서 웃기만 한다.	1
사람과 하느님 어차피 남남끼린데 잘된 일이다.	1
배가 크고 날씨가 맑아서 여태까지 편한 바닷길이었다.	1
한참 보고 있으면 물살의 움직임이 이쪽의 마음을 끌어당겨 그의 마음도 바다가 되어 거기 물거품을 일으키면서 물 이랑을 파헤친다.	1
또 일어서서 손잡이를 잡는다 물결을 바라보고 있으면 마음놓을 수 있었기 때문이다.	1
몹시 중요한 일을 마친 사람처럼 홀가분해진다.	1
겨드랑이에 낀 대학신문을 꺼내 들여다본다 약간 자랑스러운 듯이.	1
모르는 나라 아무도 자기를 알리 없는 먼 나라로 가서 전혀 새사람이 되기 위해 이 배를 탔다.	1
사람은 모르는 사람들 사이에서는 자기 성격까지도 마음대로 골라잡을 수도 있다고 믿는다.	1
큰 새 작은 새는 좋아서 미칠 듯이 물 속에 가라앉을 듯 탁 스치고 지나가는가 하면 되돌아오면서 그렇다고 한다.	1
비로소 마음이 놓인다.	1
거울 속에 비친 남자는 활짝 웃고 있다.	1
거칠은 황토 장벽으로 앞서 좌우가 콕 막힌 좁직한 구덩이 흡사히 무덤 속같이 귀중하다.	1
그들은 밥상을 끼고 앉아서 즐겁게 술을 마셨다.	1
수재가 안달스레 재우쳐 보챌 제 선뜻 응낙하였다.	1
올해는 노상 침만 삼키면 그놈 코다리를 짜장 먹어 보겠구나만 하여도 속이 메질 듯이 짜릿하였다.	1
그렇게 해보지 뭐 저 양반 하잔 대로만 하면 어련히 잘 될라구.	1
이걸 보면 영식이도 마음이 좀 놓이는 듯 싶었다.	1
암 그렇지요 산신이 벗나면 죽도 그릅니다 하고 말을 받으며 그 남편은 빙그레 웃는다.	1
시루 앞에다 공손하고 정성스레 재배를 커다랗게 한다.	1
젖먹이는 등을 두드리며 좋다고 끽끽거린다.	1
내 뭐랬어 그러게 해 보라고 그랬지 하고 설면 설면 덤벼 오는 아내가 한결 예뼜다.	1
도회에 거주하며 식후의 산보로서 푸대님 채로 이러한 유수한 심산에 들어갈 수 있다 하는 점으로 보아서 서울에 비길 도회가 세계에 어디 다시 있으랴.	1
처음에는 그 그림에 대하여 아무 불만도 느껴보지 않았다.	1
하늘에서 타고난 천분과 스승에게서 얻은 훈련과 저축된 정력의 소산인 한 장의 그림이 생겨날 때마다 그것을 보면서 스스로 만족히 여기고 스스로 자랑스러이 여기던 그였다.	1
유원한 맛 단 한가지밖에 없는 전통적 그림보다 좀더 다른 것을 그려보고 싶다.	1
여태껏 스승에게 배운 바의 백발백염의 노옹이나 피리부는 목동 이외에 좀더 얼굴에 움직임이 있는 사람을 그려보고 싶다.	1
표정이 있는 얼굴을 그려보고 싶다.	1
번개와 같이 순간적으로 심안에 나타났다가는 사라지는 이 환영을 화공은 그려보고 싶었다.	1
자기의 아내로서의 미녀상을 그려보고 싶어졌다.	1
행여나 길에서라도 미녀를 만날까 하는 요행심으로였다.	1
길에서 순간적으로 마음에 드는 미녀를 볼 수만 있으면 머리에 똑똑히 캐치하여 그 기억으로써 화상을 그릴까 하는 요행심으로.	1
혹은 심규에는 마음에 드는 계집이라도 있을까.	1
한 번 심규의 계집들을 모조리 눈앞에 벌여 세우고 얼굴 검사를 하여보았으면.	1
나이는 열 일고여덟이고 그 얼굴 생김이 아름답다기보다 얼굴 전면에 나타난 표정이 놀랄 만큼 아름다웠다.	1
황혼은 매우 아름답지요.	1
차차 다시 나타나는 미묘한 표정 커다랗게 뜨인 눈에 비치는 동경의 물결 일단 사라졌던 아름다운 표정은 다시 생기가 비롯하였다.	1
마주 앉아서 엮어 내리는 이 화공의 이야기에 각일각 더욱 황홀하여가는 처녀의 눈이었다.	1
앞을 못 보는 처녀는 추하게 생긴 화공에게도 아무 불만이 없이 일생을 즐겁게 보냈다.	1
하여간 십년 숙망을 겨우 달한 화공의 심사는 무엇에 비기지 못하도록 기뻤다.	1
아아 이 탄성은 오래 벼르던 일이 끝난 때에 나는 기쁨의 소리였다.	1
이 일단의 안심과 함께 화공의 마음에는 또다른 긴장과 정열이 솟아올랐다.	1
밝은 천지도 천지려니와 당신을 어서 눈뜨고 보고 싶어.	1
