대사	라벨
이제야 마음을 놓고, 뒤를 따라섰습니다.	1
옳다구나 하고 사슴은 후닥닥 달아났습니다.	1
압록강을 건너 회군의 길에 올랐다.	1
모두 이야기 하며 진심으로 용서를 빌었습니다.	1
마음껏 기꺼이 오늘을 즐겨라.	1
맘놓고 시원스런 걸음으로 돌아갔다.	1
그녀를 방해할 사람은 없었다.	1
위에 겹쳐 입고 있던 여름 코트를 벗었습니다.	1
맡으면 맡을수록 후련하면서도 저도 모르게 취하는 듯싶다.	1
산으로 들어가면 갈수록 소음이 작아졌습니다.	1
두 할아버지는 나뒹굴며 싸우는 것을 멈췄습니다.	1
죽기 전에 이야기나 해보고 싶어 했다.	1
선비님께서 저를 도와주셔서 얼마나 다행인지 몰라요.	1
나를 옭아매던 밧줄이 서서히 풀리기 시작했다.	1
그를 찾아가면 진실을 알 수 있어요.	1
늘 보고 싶어 원하던 해녀의 살림 구경을 하고 왔습니다.	1
냉장고에 붙은 고무판을 드디어 떼어냈다.	1
거의 어둡도록 조사를 다 마쳤다.	1
그것도 참 우습게 보이겠지.	1
실상을 알고 깔깔 웃었습니다.	1
찾아보니까, 우표딱지 붙인 봉투가 있었습니다.	1
위암 환자지만 이정도 건강이라면 염려가 없습니다.	1
놓아주어라!	1
석고 붕대를 잘 해서 뼈가 잘 붙었어.	1
조각가는 작업을 끝내고 몸을 침대에 뉘였다.	1
그제서야 안심을 말하는 듯한 한숨이 나왔다.	1
마음이 날아가는 것 같았습니다.	1
며칠 전 유월 모의고사가 끝났다.	1
자식들, 꼴 좋다.	1
마지막 바퀴를 또 돌기 시작하였습니다.	1
일본은 한국인 등의 강제노역을 인정했다.	1
연구원은 한숨을 푹 쉬며 악마의 풀을 한 포기 뽑아냈습니다.	1
그의 도움으로 풀려났습니다.	1
그녀는 형사를 돌려보내고 안도의 웃음을 지었습니다.	1
집에 붙어있던 압류 딱지가 전부 사라졌다.	1
산의 정기를 끊으려 한 짓이 분명해서 뽑아냈다 해요.	1
회중은 해방되어 몸들을 일으키던 것이다.	1
해,공군 연합훈련이 정상적으로 진행될 가능성이 높다.	1
난 널 싫어한 적이 없어.	1
신군부에 의해 부정축재자가 체포되었습니다.	1
동생 뼈는 아주 튼튼하구나!	1
나는 퍽 감탄하였다.	1
이제는 마술쟁이 병이 나았어.	1
아이들에게는 제대로 된 학습 공간이 필요한데 이게 뭡니까?	0
쉬익 쉬익, 거린다.	0
가장 미워하기 때문에 너를 죽이려고 결심한 나요.	0
비리 비리하고, 메슥거려서 더 바라볼 수가 없다.	0
그의 목에 매달려 떨어지지 않으려 했다.	0
그 인간에 대한 어떤 불신과 염증이 훅 끼쳐온다.	0
팥으로 메주를 쑨다고 하여도 너 말보단 믿음직스럽다.	0
노여움이 솟아올랐다.	0
그는 이 사실 너무나 가혹하게 생각되었다.	0
그는 잘못을 하나도 인정하지 않았다.	0
정신분열증 환자와는 더 살 수가 없다.	0
머리카락을 다시 쥐고 잡아당기었다.	0
왜 고개를 갸우뚱거리지?	0
유치장에 가야지! 그 사람은!	0
겁주려고 갖고 있는 거야.	0
그리고 각각의 무리는 다른 무리에게서 일을 빼앗으려 애쓰고 있었습니다.	0
그의 모습은 마치 해골과 같이 여위어 보였습니다.	0
그녀는 입술을 피가 흐르도록 깨물었다.	0
그것은 멸시 이외의 아무것도 아니었다.	0
난들 분이 안 나겠습니까?	0
빌어먹다가 얼음판에 가 넘어질 녀석아.	0
헛된 희망이었다.	0
곤충만도 못해.	0
화가 솟구친다.	0
더럽다, 더러워.	0
원수를 만났다.	0
성서에서 증오하는 것 중 하나는 전쟁이다.	0
심한 사람은 그것을 읽으면 구역증이 난다고까지 말하오.	0
그녀에게 가봐요 당신만이 할 수 있어요.	0
어머니 돌아가셨다고 형이 울기나 할 것 같아요?	0
왜선은 물에 잠기기 시작했고 왜병들은 비명을 지르며 죽어갔습니다.	0
그것은 그 사이에 품 놓고 다니던 분풀이로나 때워버리려는 듯하였다.	0
색이 왜 이래?	0
별 게 없대.	0
당신 존재가 나를 힘들게 해.	0
답답하다는 듯 앉아 있다.	0
조서를 보시면 저절로 아실 것이올시다.	0
발동기를 듣기만 해도 영감의 부르르 떨었다.	0
그 외에도 이 작품은 보드빌에 대한 열광을 조롱하고 있었다.	0
이 건물은 일제의 수탈의 상징이었던 건물이었어요.	0
이가 북북 갈린다.	0
그는 괴성을 지르며 남은 힘을 다해 몸을 일으켜 칼을 치켜들었다.	0
나는 헛소리하는 그에게 주먹을 힘차게 뻗었다.	0
소리를 듣고 그녀는 그만 울기 시작하였습니다.	0
그녀에 대하여서는 무한한 증오의 염이 난다.	0
바다를 건너왔지요.	0
비밀들이 이 철갑 옷 아래에도 숨어 있었으리라.	0
네가 그렇지 뭐.	0
복수의 칼날은 그의 사지를 찢고 사람들의 증오를 받게 하였다.	0
그녀는 한숨을 한번 쉬더니 떨리는 목소리로 말했다.	0
네게 민중을 위하는 피가 한 방울이라도 흐른다면 내 목을 바친다.	0
아들이 아버지 묘를 훼손하는 불경스러운 짓을!	0
그는 경멸스러운 표정을 지었다.	0
특별상은 두 학생이 수상했다.	0
모두 갖다가 그 모양으로 이용을 한답니다.	0
이것을 천시하고 경시하고 사갈시한다.	0
일본놈에 알랑했으니까 그렇게 돈을 벌었지!	0
뺨이라도 후려치고 싶다.	0
머슴이 뺨을 갈겼다.	0
네가 도둑질한 거 다 알아.	0
금고 자물쇠를 만졌다니.	0
모든 주택의 방문도 거의 다 태워버려 아궁이도 쓸어갔을 것도 틀림없다.	0
네 오빠 죽이는 것을 보았단다.	0
남편을 죽인 공산당은 그에게 철천지원수이다.	0
마침내 그는 제 자신을 잡고 따졌다.	0
아래층에 있는 전화 앞으로 달려가 집에 전화를 걸어보았다.	0
돈이 없는 모양이군요.	0
이를 바드득하고 갈면서 입술을 깨물었다.	0
그를 증오하면서도 오는 자극을 더욱 받았다.	0
그는 자기 아버지를 경멸해왔었다.	0
그녀가 죽었다고 하면서 펄펄 뛰었어요.	0
한동안 육류 위주로 먹었잖니.	0
그래요, 그런 말들을 지어낼 수 있다니 가증스럽네요.	0
무슨 로봇이 저렇게 시끄러울까?	0
눈이 더 매섭게 비낄 뿐이었다.	0
이런 행랑 녀석 왜 이리 덤벙대는거야!	0
맞은 편에는 낯익은 여자 구두가 놓여 있다.	0
머리를 나에게 돌리더니 나를 노려보며 위협했습니다.	0
밤새 갈등과 고통으로 괴로워하던 노화가는 다시 정신을 차려 일어났소.	0
동포를 사랑하는 정에 끓는 그은 사나운 사자보다도 무서웠습니다.	0
어부가 이렇게 말했을 때, 바다에서 성난 파도가 울렁였다.	0
어린애까지 죽이다니.	0
정신 차리지 못하고 이게 무슨 짓이냐.	0
그는 아우를 밀치고 내리찧었다.	0
그녀를 배반하고 희롱한 사나이!	0
이름 위에 붉은 줄을 긋게 하지 않았습니까?	0
그는 그 사람이 몹시 싫었다.	0
참 이기적이야.	0
아내가 수 천리 먼길을 찾아온 남편이 아득하였다.	0
아들을 찾으며 길에 기어나와서 죽었다 합니다.	0
너는 전생에 죄가 많아서 나를 배었단다.	0
고함소리가 너무 커.	0
장군을 모함하고 국가와 민족을 왜장한테 팔아먹은 녀석이다!	0
그들은 저희끼리만 밥을 먹고 우리에게는 밥 한 숟가락 주지 않았습니다.	0
그의 차에서 내리지 않는가!	0
고이헌 놈 하늘이 내려다본다 이놈.	0
귀에 윙윙 소리가 납니다.	0
자기를 감쪽같이 곯려먹은 유모가 밉다 못해 분했다.	0
전혀 눈치채지 못했다.	0
그는 누님을 몹시 증오하였다.	0
어쩌면 아빠를 삼켜 버린 상어일지도 모른다는 생각이 들었기 때문입니다.	0
그의 가식은 알아줄 정도였다.	0
갑자기 풍뎅이 몇 마리가 교실로 날아 들어와 윙윙거렸다.	0
달덩이 같은 아들, 딸도 낳아주고 잘 길러주었잖아.	0
그는 모욕을 당했다 생각하였다.	0
박사는 이 험악한 괴물을 이 세상에서 없애야 한다는 사명감을 느꼈습니다.	0
즐거움을 잃어버리지 않았느냐.	0
이것이 또 다른 명령이다.	0
내 마저 해보고.	0
본인만이 깨닫지 못하고 있어요.	0
이 장군은 빨리 왕명에 순종하도록 하시오.	0
아이들은 사악한 집사들이나 숲속을 돌아다닐 돼지들을 피해 다녔습니다.	0
호랑이는 간신히 외양간으로 물러 나왔습니다.	0
이 도둑아!	0
그럼 두 명뿐이잖아요.	0
너 같은 자식은 법이 용서를 못 해.	0
기차에서 그이와 입술을 바꾼 사실이 있었죠?	0
서슴지 않고 방아쇠를 잡아당겼을 것이다.	0
그게 건달이지 뭐냐?	0
나는 그런 화가들을 모멸했었다.	0
복수를 하자!	0
학생들의 주먹은 부르르 떨렸습니다.	0
삼각 모자를 쓴 영감님, 아저씨와 또 다른 어른들이 있었습니다.	0
돼지 같은 남자에게 시집을 가는 것은 더러운 생활의 예고이다.	0
평일이나 축제일 등 온갖 일에 나를 참여시켜 주었습니다.	0
나는 당신을 용서할 수 없어요.	0
결코 반역자를 용서치 못합니다.	0
버섯전골에 소주한잔 하고 싶은 생각이 간절했습니다.	0
그는 오직 검을 들어 눈앞에 달려드는 무리들을 베어 나갔다.	0
얘야, 너 여기 처음 와 보니?	0
당신들의 의욕을 만족함에는 매한가지다.	0
너랑 말도 섞기 싫어.	0
비열한 웃음을 짓고 있는 얼굴의 아이예요.	0
흥미도 대단한 흥미거니와.	0
보기만 하여도 오싹해.	0
이상한 자식!	0
그들은 다시 안으로 기어 들어갔습니다.	0
해도 해도 너무해.	0
나서는 사람이 없었습니다.	0
그는 지금까지 자기 아버지를 경멸해왔었다.	0
사람을 함부로 때린 당신이 몸서리가 끼칩니다.	0
불쌍한 사람을 도우며 사는 착한 아이가 되렴.	0
뭐, 폭력으로?	0
바람이 나기 시작했지.	0
나는 앗 소리와 함께 주먹을 힘차게 뻗었다.	0
반대당인 그와 함께 애꿎은 선술집만 뒤진 것이었다.	0
내 살을 긁어먹어라!	0
낮잠도 자니?	0
나무와 흙과 모래 속을 이리저리 굴러 다녔습니다.	0
자기혐오가 올라와 견딜 수가 없는지 일어선다.	0
아내에 대한 노염이었다.	0
이 고생을 시키다니!	0
군침 흘리지 마세요.	0
군침 흘리지 마세요.	0
불타는 적개심을 북돋아 국민의 총궐기를 촉구하는 바이다.	0
증오에 찬 눈으로 어둠 속으로 사라진다.	0
이 나쁜 손!	0
윤 백작은 단지 불구대천의 원수일 따름이다.	0
그녀는 고함을 쳤다.	0
아버지의 목소리는 굉장히 컸다.	0
그런 놈은 필요 없어.	0
사람들을 착취해서 성공한 케이스지.	0
몹시 역했다.	0
드라이버는 최적의 방향성 유지에 목적을 두었다.	0
지게막대는 그를 모질게 후렸다.	0
그의 뜻에 따라 많은 사람들 앞에서 그의 목을 잘랐어.	0
어서 또 다른 아이를 얻어 와야지.	0
그가 뭐라고 하든 말든 밖으로 나왔다.	0
피와 땀을 사정없이 긁어모으는구나!	0
그 빈정거리는 눈총이 싫어.	0
그는 동무를 팔아 배를 채우고 그런 비열한 짓은 안 한다.	0
십만 원만 내면 고발한 걸 취소해준대!	0
키 큰 소년은 특유한 말투와 화술로 흥을 돋우었습니다.	0
뭐?	0
네가 이젠 공장에 다 가는구나?	0
그래요, 그런 것을 지어 낼 수 있군요.	0
지금 나보고 하는 소리니?	0
이렇게 장 보고 가는 난 안 보이나요?	0
수컷끼리 저렇게나 싸워?	0
두 길이나 되는 이 양편 돌담을 넘어갔을 리는 없는데.	0
왜 거짓말을 하였을까 분노가 올라오는 것이었다.	0
귀족의 딸과 결혼한다던데?	0
뭐가 어째?	0
나를 위해서라면 목숨까지 바칠 수 있다고 했으면서 모두 거짓이지 않았소.	0
왕자님이 보고 싶어서 사람이 됐어요.	0
팥으로 메주를 쑨다고 하여도.	0
팥으로 메주를 쑨다고 하여도.	0
장애가 생긴 마술쟁이를 그 집에 옮겨다 놓고 위한답니다.	0
땅이라도 파먹겠다고?	0
네 사람만큼 이 약을 필요로 하는 사람도 없었을 것이다.	0
그들은 남자 셋과 여자 하나였는데 이상한 차림을 하고 있었습니다.	0
중구의 녹색환경을 위한 정책을 어째서 무시하는 것이죠?	0
바로 저기 커다란 나무둥치를 그냥 놔두고 떨면서 크리스마스를 보낼 거야?	0
점점 독기가 떠오르기 시작하였다.	0
옷을 모두 드렸답니다.	0
귀가 막혔나!	0
각종 논란이 일고 있지만 총 여덟 차례 페널티킥이 선언됐다.	0
삼에서 육 밀리미터에 불과한 붉은 불개미는 어쩌다 살인개미가 됐을까?	0
피아노 위에 걸린 초상화는 내가 선택한 것과 같은 것이었습니다.	0
갑자기 자물쇠가 열렸다.	0
우리나라 음식을 요리하는 한식 요리사가 일식이라니.	0
그와 아이들이 사나이를 따라갔을 때 이 모든 것이 거짓임을 깨달았다.	0
그러나 그는 문설주에 몸을 기대고 서 있었다.	0
아주 날쌘데?	0
욕심쟁이 양반이 기가 막혀서 야단쳤습니다.	0
어린 딸이 병들어 누워있었습니다.	0
그는 어떻게 된 사람이길래 이런 음식을 맛있게 먹고 있는 것일까?	0
그 토지 사면 쫄딱 망하겠구먼.	0
과하다는 말도 충분하다에 비해 세상에서 푸대접을 받습니다.	0
그때 그녀의 마음이 눌렸습니다.	0
너는 더 먼 곳으로 나를 데려다줄 수 있다며 거짓말을 했어.	0
저는 그 얘기가 그가 꾸면 낸 얘기라 생각했죠.	0
그는 오직 앞만 바라보며 눈앞에 달려드는 무리들을 힘껏 베어 나갔다.	0
부끄럼 무릅쓰고 씨름한 게 놀림당할 일이 있어?	0
누구신 줄을 몰라 뵈었습니다.	0
가장 중요한 건 산소죠!	0
못쓰는 일을 왜 했어요?	0
밑 씨는 자라서 씨가 될 부분이라니까 그걸 자르면 어떡해요!	0
나를 속이다니.	0
할 말이 없군요.	0
그들은 이런 결의가 통과되었던 것을 기억하고 있었습니다.	0
그들에게 제공된 것은 방수용 외투 그뿐이었습니다.	0
편안해 보이더라.	0
한창 분위기가 무르익어가는데.	0
나그네는 어이가 없다는 듯이 그의 얼굴을 빤히 쳐다보며 물었습니다.	0
도대체 저 괴물은 어째서 조총과 불화살에도 꿈쩍을 않는 것이지?	0
아들이 무릎을 다쳤대.	0
그녀는 내가 얼마나 비겁한가를 시험해 보고 싶은 거라는 생각이 들었다.	0
어떻게 이런 음료수를 만들었지?	0
삼촌 힘들다니까 왜 자꾸 말을 걸고 그래.	0
꾀부리지 말고 빨리 가란 말이야.	0
그러나 아들의 설명은 되레 생원님을 격노하게 했다.	0
시나리오가 다시 구상되지 않아서 힘들었습니다.	0
자식 봐라!	0
여덟 시가 되어야 한다고?	0
이걸 어째서 틀렸다고 하는 것이지요?	0
그를 밀어 놓고 내가 피아노 앞에 앉았습니다.	0
몇 시에 나갔어?	0
어머니는 아이에게 심부름을 시켰지만 아이는 그를 듣지 않았니다.	0
제비꽃 잎이 요가, 장미꽃 잎이 이불이 된다는 게 말이 되오?	0
하지만 약효에는 차이가 거의 없다.	0
관계가 깊어졌다고?	0
메모로 남기든가.	0
나에게 슬쩍 미루는 그 심사에 나는 가슴의 피가 뒤끓었다.	0
그는 어떤 때엔 다른 여자에게 웃어 주었습니다.	0
그곳은 높이 언덕져 있어서 도둑이 시내를 한눈에 파악할 수 있었습니다.	0
정말 어이가 없네요.	0
무를 뽑아 먹으면 어째!	0
사람이 배 속에 양반만 잔뜩 들어서 교만하기란!	0
조 일위를 건 승부에서 반칙이라니.	0
퍼부을 테면 얼마든지 퍼부어 보라고.	0
하지만 그는 자기가 그걸 훔쳤는지 모르고 있죠.	0
그런 소리 마.	0
내 성격과 다르게 이상하게도 마음 착하고 얌전스럽다는 소문만 퍼져갔다.	0
그 회사는 아파트를 분양하기로 하였지만 이는 모두 헛된 말들이었다.	0
이것이 정말 루비예요?	0
저는 아내와 함께 텃밭을 가꾸는데 아내가 점점 일을 게을리해요.	0
하나에서부터 열까지 믿기에 의심이 없는 영세이었던 것이다.	0
분명하지를 않고 희미하여 사실같지 않았다.	0
어이가 없어 말이 안 나온다.	0
지금 적들이 몰려와 지금 마을에 화재가 일어났습니다.	0
아무에게도 말하지 않고 나에게 절반을 뚝 떼어 주었다.	0
율곡 이이에게는 더욱 힘을 기울여 공부를 시켰습니다.	0
왜군 선봉대가 부산포로 쳐들어왔습니다.	0
기가 막히고 코가 막힐 지경이었다.	0
열이 올라 아무 말도 하지 못했다.	0
돼지 아저씨가 과일 가게에서 토마토와 수박을 싸게 팔고 있었어요.	0
세상에 그 누구도 나만큼 예민하지는 않을 거야.	0
이건 말도 안 되는 일입니다.	0
그녀의 재킷으로 네티즌들은 다양한 패러디를 선보였다.	0
돈을 우리 집에서 소홀하게 생각하는 줄 아세요?	0
두 발로 일어서서 발을 구르며 온 성을 깨웠다.	0
대체 어떻게 된 영문인지 알 수가 없었다.	0
기가 찬다.	0
네가 형사라고?	0
대한민국이 후반 추가시간 두 골을 터뜨리며 독일을 무너뜨렸다.	0
그는 혀를 끊으려 하였다.	0
형 출세하기만 기다린 거 생각하면, 울화가 뻗쳐서 못 견디겠어.	0
실수라고?	0
두 제품의 부피 차이가 뚜렷했기 때문이다.	0
그 밖에 나머지 나라의 모든 재원을 보충해야 한다고요.	0
말해 봐, 오리야 어디서 저 많은 새들을 데려왔니?	0
두배 성장해 육억 구천구백만 달러를 기록했다.	0
하반기 국제유가가 급등할 것으로 예상해 모든 사람의 야유를 샀다.	0
경찰은 그에게 업무방해 혐의만 적용해 기소의견으로 송치했다.	0
우리 문화의 위대성이 잊혀 가는 게 옳은 것이오?	0
정책 실패의 책임을 졌어야 했는데 그 누구도 책임을 지지 않았다.	0
도대체 어떻게 쉽게 휴식을 취하기란 말인가.	0
그가 다른 이름을 사용하다가 붙잡혔다고 합니다.	0
우리 몸으로 느끼지 못하는 것을 어떻게 알고 대피하라는 거야?	0
그들은 작업대 위를 어지럽히고는 창문 밖으로 사라졌답니다.	0
비둘기집에 들어가 보니까 잃어버렸던 큰 주머니가 놓여 있었습니다.	0
지금 와선 없는 보리를 내야 한다고?	0
꽃을 고정해버렸어.	0
그 임자는 나중에는 이상한 사람이라고 작대기로 두들겨 쫓아 버렸습니다.	0
임 경부는 정체 모를 악마의 촉수를 전신에 느끼고 부르르 떨었다.	0
정말 싸네!	0
그는 한 낯선 남자의 얼굴에 대해 이렇게 쓴 적이 있습니다.	0
들었건 못 들었건 간에, 자기의 할 말만 끝내었다.	0
용은 그 충격과 분노에 사내아이를 떨어뜨렸다.	0
이 감정은 무시할 거야?	0
숲을 지나다가 밤을 맞았다.	0
그가 자전거를 타고 달려와서는 곧장 농장 집으로 뛰어 들어갔습니다.	0
나라 팔아서 나누어 먹은 나누어 먹은 거요.	0
작별 인사를 했으면 된 거지.	0
나가긴 어딜 나가!	0
보통 놈이 아니군.	0
밭을 망쳤던 게 멧돼지라는 것을 알 수 있었습니다.	0
왜 이렇게 생겼소?	0
그것을 고쳐야만 비로소 올바른 주장이 될 수 있는 것입니다.	0
남편의 태도는 일변하였다.	0
성범죄의 신고와 사건 접수가 원활해진 측면도 있다.	0
그럼 걔는 누구냐?	0
젊은이는 불량스러워 보이고 말씨도 아주 얄궂었다.	0
어디서 이 젊은이를 데려왔는지 왜 똑바로 말을 못하는 거예요.	0
흐려진 이백오십이란 숫자에 어이가 없었다.	0
한해 연구개발에 쏟아붓는 액수만 해도 이 정돈데 결과가 이게 뭔가?	0
또 잊을 뻔했구나.	0
쉽게 설명하여 쇼핑을 도와주는 사람을 말해요.	0
대단한 일도 아닌데 잠을 못 주무세요?	0
계약을 맺으려고 할 때 소문이 들렸습니다.	0
이번 대회에 나섰대.	0
보배롭고 자랑스러운 선생님들이야.	0
속 모르는 사람들은 그더러 팔자가 늘어졌다고 괜한 소리를 합니다.	0
그렇게 한심한 녀석이 이렇게나 으리으리한 집에 살다니.	0
설마 그가 왕명을 거역하리?	0
그녀는 분노로 가득 차 말을 잃었다.	0
그 녀석이 일만 봐준 게 아니고 씨름까지 했다는 말이야?	0
성난 선생님은 당장이라도 후려갈길 듯이 걸어갔다.	0
그는 사라졌다.	0
그한테 이른다고?	0
미국 가수가 내한하기로 하였지만 돌연 취소했다.	0
이제 와서 뭐 하는 짓입니까?	0
그래서 그는 양가죽을 사야겠다고 마음먹었습니다.	0
대꾸할 필요가 없어요.	0
갑갑하다.	0
집집마다 전달되어요?	0
그도 그들 사이에 있던 교회 문을 역시 쾅 닫았습니다.	0
무엇이 어쩌고 어째!	0
항공기 화재 봤어?	0
결국 제가 올라탄 나무 한 그루밖에 남지 않았습니다.	0
어이구 분해!	0
잘못을 범하고 아직까지 그 잘못을 깨우치지 못하다니.	0
아예 말이 안 통하는구만.	0
중국 공산당은 전 주석만 예외로 인정했지.	0
과오였다고?	0
이제는 비눗방울을 바라보며 순수한 척 연기를 하더라고.	0
주택홍보관의 거처는 좋은 곳에 마련돼 있다.	0
보통 이십 킬로그램까지 무료 서비스를 제공하는데 여긴 뭐요?	0
자칫하면 시멘트를 약화시키는데 왜 그걸 쓴 거야?	0
비가 안 온다더니 쏟아지고 난리네.	0
우악스러운 힘으로 옷을 벗기려고 바람을 몹시 불었지만 소용없었어요.	0
주민들의 반응이 엇갈렸다네.	0
할머니가 쓰러졌습니다.	0
케이비오가 해당 기업의 미신고 현금 트레이드 관련 조사 결과를 발표한다.	0
손자가 모가지를 잘라서 손에 들고오는 것같이 보였다.	0
경찰은 무전기에서 신호가 오자 사건의 경위를 이야기하기 시작했다.	0
백작은 그를 만나면서 서서히 변해 갔어요.	0
그런 일을 저지르다니.	0
임금님은 서둘러서 큰 소리로 명령을 내렸습니다.	0
여보, 밤이 늦었어요 어서 잠자리에 들어야지요.	0
저 녀석을 두들겨 죽이면 어때요.	0
꿀처럼 감미로웠던 머리카락인데.	0
그들은 개를 끌고 다녔다.	0
병원 가는 길에 아이는 납치되었어요.	0
여기에는 트럼프 변수뿐 아니라 폼페이오 요인이 작용한다.	0
바로 오늘 밤에 잡혀 죽을 편일세.	0
이 동네는 도적들만 사나?	0
아예 스코트랜드산 코담배를 큰 병 가득 들고 왔다.	0
그들은 서쪽의 미지의 나라로 노 저어 갔지요.	0
그들은 서쪽의 미지의 나라로 노 저어 갔지요.	0
그 녀석들이 우리를 원수 취급한다는 것이 말도 안 된다.	0
그 짓을 일 년이나 더 하라고?	0
눈이 목 부분으로 스며들어 몸이 떨려왔다.	0
마치 옛 도시에 있는 것 같아.	0
그때 그 나무의 뿌리가 사도의 피를 마셔 튼튼해졌다는 것입니다.	0
그녀를 바라보며 그는 미소 지었다.	0
떡갈나무 사이에서 쾌활하고 젊은 사냥꾼이 나타났습니다.	0
광복한 지가 언젠데 아직 조선총독부 건물을 철거하지 않았다니.	0
충고할 기회는 앞으로 영영 오지 않을 것 같았습니다.	0
까마귀야, 네가 어떻게 그럴 수 있어!	0
굵은 쇠사슬을 망치로 때려부수었습니다.	0
허허 웃으면서 이리도 끔찍한 계략을 세우고 있었던 것이냐.	0
이 땅은 몇 번의 전쟁을 겪게 되었습니다.	0
남편에게까지 싸늘해야 하는 것을 이해해야 했다.	0
칼로 가죽 자루를 찢자, 그 안에서 피가 다 쏟아져 나왔다.	0
쟁기를 홱 돌렸지만 촛불은 꺼지지 않았습니다.	0
그녀는 혈색을 잃었다.	0
언제쯤 완전한 비핵화에 합의할 수 있는 거야?	0
과연 짐승과 같았습니다.	0
철창에 갇혔다는 공포가 깊어갔다.	0
자기를 믿고 통사정을 하였더니 이를 떠들춘단 말인가.	0
그대의 손은 복수에 빛나는 별로서 가득 차 있다.	0
달려들길래 그냥 죽였어.	0
그녀의 머리는 색이 바래 이젠 회색빛 아이의 머리카락이었다.	0
화가 머리 끝까지 솟구쳐 올랐다.	0
광복 이후 동명 개칭 때 붙여진 것을 또 일제식으로 바꾼다니요.	0
그는 야속해 보여서 바라보기도 끔찍하였다.	0
아기는 발길에 채여 죽었구나 하는 것을 비로소 알았다.	0
그리 된 거예요.	0
괘씸한 사람이군.	0
글쎄 꼴이 왜 그래?	0
우리의 시의원들한테 가죽으로 덧댄 옷을 사 주다니 있을 수 없어.	0
당신의 아내인 나와 아이들은 압류당하나요?	0
원수같이 지내던 녀석의 집에 머리 숙여 들어가야 했다.	0
이번에는 그 집에다 불을 질러 세 식구를 태워버리자는 음모이었습니다.	0
제게 무슨 선택권이 있단 말입니까?	0
말해봐야 소용이 없군요.	0
전원 실종됐지만 유해를 찾지 못했다.	0
다리를 콱 물어뜯었지.	0
그래요, 그런 것들도 지어낼 수 있다니 참으로 가증스럽네요.	0
한 우물가에 용이 나타나서 아기를 데려가 사라진 일이 있었어.	0
신용대출 금리를 끌어올려 이러한 사태가 초래되었다고 했다.	0
그때 탕 탕하고 위쪽에서 소리가 났습니다.	0
큰 성과를 거두셔야지.	0
그곳은 아버지와 같이 살던 집과 불과 얼마 떨어지지 않은 곳이었다.	0
상관없어, 시체가 숲 어딘가에 묻혀 있다면 사냥개가 분명히 찾아낼 거야.	0
그 참혹한 현장은 동네의 광장 역할을 하는 작은 사거리의 중앙이었다.	0
공주는 해적선에서 죽어가는 왕자의 모습을 보았다.	0
박사는 이곳의 정체를 정확하게 알고 나서 경악을 금치 못했습니다.	0
압도적인 차이다.	0
그녀의 눈은 여자를 쏘았다.	0
투신한 여성이 행인과 충돌해 여성은 숨지고 행인은 다쳤다.	0
나는 태어나서 어른 말이 되기까지 아프고 불행했던 시절이 있었습니다.	0
알고 보니 그는 범죄자였던 것이다.	0
자신의 귀를 잘랐어요.	0
죽어라 하고 때리네.	0
모두 쏟아졌어.	0
시뻘건 불길이 솟아올랐습니다.	0
하지만 리본과 레이스 사이에 있는 잿빛 쥐를 보았다.	0
한쪽 편에 상한 산딸기 가지와 쓴맛이 나는 뿌리가 놓여 있었습니다.	0
긴장 상태에 있던 민수는 치를 떨며 소리쳤다.	0
그리고는 자신의 집으로 그를 데려가 청년이 될 때까지 학대하며 길렀다.	0
그는 체르노빌에서 일어난 재난으로 엄청난 타격을 받았습니다.	0
세 사람이 안에 들어선 순간 문이 닫혀 버렸습니다.	0
코에서 피가 쏟아졌다.	0
내 운명은 왜 이럴까.	0
희생한다는 것은 이 더러운 현실을 조장시킴에 불과하다.	0
사람들은 오히려 삶을 저주하면서 살고 있었습니다.	0
재갈이 혀와 턱을 찔러 입에서는 거품이 나왔습니다.	0
걔 악지가 아주 무서운데.	0
하늘나라에 계신 외할머니께서도 화난 표정으로 바라보고 계시겠지요.	0
무사해야 할 텐데.	0
그런 뒤 또 그의 처가 죽었다 하였다.	0
프랑스는 그에게 있어서는 끔찍한 나라로 기억될 것입니다.	0
밖에서 문 두드리는 소리가 났는데, 이는 비극의 시작을 알린 소리였다.	0
이번에는 귀를 꿰뚫을 듯한 큰 소리가 들려왔습니다.	0
발을 찧었어.	0
현실 속에 있는 것이 예술에 더 가깝습니다.	0
정부가 발행하는 공식 신분증명서입니다.	0
바다는 핏빛으로 물들어갔습니다.	0
아내는 대자로 때려뉘어졌다.	0
끔찍하게 일그러졌다.	0
피파는 잉글랜드축구협회에 월드컵 출전을 부탁했다.	0
길가의 꽃들이 예쁜 색깔을 뽐내고 있는 것과는 달리 현실은 끔찍했다.	0
벽을 부수고 소리가 나는 곳으로 뛰어가고 싶었습니다.	0
개별경제 주체의 공공복지는 대립하지 않는다 말했어요.	0
이 일을 또 해야 한다고?	0
그녀는 눈앞에 펼쳐진 상황에 경악을 금치 못했다.	0
광경은 처참했다.	0
암탉이 병아리를 먹으려 해!	0
일년 내내 여름 날씨예요.	0
나는 아저씨에게 그 소식을 전해줄 수밖에 없었다.	0
내가 숨은 곳을 기어코 찾아내더라.	0
성범죄 오십 퍼센트 사전 계획 범행, 범죄 분석학 교수의 결론이다.	0
이것은 한 개뿐인 최악의 꽃이야.	0
